index,headline,short_description,Model_Predict
2428,"['reason', 'visit', 'mexico']","['mexico', 'home', 'richest', 'archaeolog', 'site', 'world', 'thousand', 'pyramid', 'dot', 'landscap', 'famou', 'near', 'tulum', 'mexico', 'citi', 'begin', 'comprehend', 'knowledg', 'vision', 'took', 'construct', 'take', 'breath', 'away']",TRAVEL
2429,"['sharon', 'stone', 'dress', 'cann', 'riski', 'choic', 'photo']","['cann', 'film', 'festiv', 'proven', 'verit', 'fashion', 'show', 'high', 'slit', 'dress', 'eva', 'longoria', 'unfortun', 'malfunct']",STYLE & BEAUTY
2430,"['britney', 'spear', 'admit', 'lip', 'inject', 'call', 'fun', 'stuff']","['get', 'candid', 'januari', 'issu', 'instyl', 'brit', 'said', 'avoid', 'fun', 'stuff', 'celeb', 'rather']",STYLE & BEAUTY
2431,"['sign', 'name', 'piec', 'music', 'histori', 'red', 'rock', 'amphitheat']","['thing', 'amaz', 'red', 'rock', 'besid', 'score', 'well', 'known', 'name', 'featur', 'perform', 'hall', 'fame', 'knee', 'buckl', 'display', 'natur', 'beauti', 'perfect', 'acoust']",TRAVEL
2432,"['weekli', 'travel', 'zen', 'rome']","['week', 'moment', 'travel', 'zen', 'come', 'us', 'g', 'j', 'monahan', 'monahan', 'photo', 'show', 'stun', 'art', 'architectur']",TRAVEL
2433,"['climb', 'volcano', 'madera']","['thick', 'green', 'tree', 'border', 'crater', 'side', 'water', 'dark', 'muddi', 'seem', 'mysteri', 'underneath', 'murki', 'fog', 'hover', 'lagoon', 'like', 'loom', 'storm']",TRAVEL
2434,"['angelina', 'joli', 'actress', 'younger', 'year', 'photo']","['learn', 'lip', 'fake']",BUSINESS
2435,"['mani', 'way', 'ann', 'hathaway', 'style', 'pixi', 'cut']","['bob', 'might', 'current', 'hairstyl', 'late', 'notic', 'amaz', 'thing', 'ann', 'hathaway']",STYLE & BEAUTY
2436,"['shadow', 'bank', 'system', 'rise', 'record', 'trillion', 'global', 'financi', 'stabil', 'board', 'report']","['brussel', 'nov', 'reuter', 'system', 'call', 'shadow', 'bank', 'blame', 'aggrav', 'global', 'financi']",BUSINESS
2437,"['explor', 'world', 'eeriest', 'shipwreck', 'photo']","['hurrican', 'isaac', 'uncov', 'shipwreck', 'appar', 'hidden', 'beneath', 'sand', 'alabama', 'beach', 'curiou', 'local', 'learn']",TRAVEL
2438,"['way', 'peopl', 'get', 'around', 'make', 'serious', 'rethink', 'car']","['peopl', 'grecian', 'island', 'hydra', 'travel', 'foot', 'hire', 'mule', 'need', 'transport', 'big', 'load']",TRAVEL
2439,"['wonder', 'world', 'leader', 'vacat']","['might', 'go', 'vacat', 'presid', 'day', 'weekend', 'kind', 'vacat', 'presid', 'obama', 'princ', 'charl', 'world', 'leader', 'take']",TRAVEL
2440,"['keep', 'classic', 'relev', 'stonehil', 'colleg']","['two', 'main', 'stigma', 'attach', 'beantown', 'style', 'either', 'entir', 'wardrob', 'red', 'sox', 'bruin', 'celtic', 'patriot', 'gear', 'wardrob', 'would', 'envi', 'someon', 'ralph', 'lauren', 'clan']",STYLE & BEAUTY
2441,"['awesom', 'present', 'travel', 'cheap', 'chic']","['unless', 'will', 'hand', 'hard', 'earn', 'airlin', 'mile', 'diehard', 'travel', 'imposs', 'shop', 'thing', 'go', 'well', 'home', 'enough', 'enjoy', 'fanci', 'new', 'juicer']",TRAVEL
2442,"['strang', 'joy', 'visit', 'foreign', 'hospit']","['japan', 'wander', 'pristin', 'hall', 'osaka', 'univers', 'hospit', 'ostens', 'chart', 'object', 'healthcar', 'outcom', 'differ', 'realli', 'marvel', 'anecdot', 'nuanc', 'differ', 'ward', 'round']",TRAVEL
2443,"['jessica', 'paré', 'mad', 'men', 'season', 'star', 'jani', 'bryant', 'mod', 'style', 'marri', 'draper']","['extrem', 'glamour', 'costum', 'impact', 'paré', 'act', 'also', 'influenc', 'person', 'wardrob']",STYLE & BEAUTY
2444,"['ask', 'airfarewatchdog', 'american', 'us', 'air', 'merger', 'carri', 'bag', 'gate', 'check']","['begin', 'look', 'like', 'american', 'us', 'airway', 'merger', 'inevit', 'need', 'know', 'along', 'ask', 'airfarewatchdog', 'question', 'answer']",BUSINESS
2445,"['franc', 'millionair', 'tax', 'america', 'insidi', 'craft', 'two', 'tier', 'law', 'enforc']","['rule', 'law', 'appli', 'equal', 'wherebi', 'teenag', 'harbor', 'pack', 'marijuana', 'get', 'jail', 'time', 'execut', 'cash', 'million', 'pedal', 'fraudul', 'financi', 'instrument', 'remain', 'untrammel', 'edific', 'america', 'begin', 'crumbl']",BUSINESS
2446,"['tina', 'fey', 'emmi', 'dress', 'hot', 'hot', 'hot', 'photo']","['want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest', 'instagram', 'huffpoststyl', 'see']",STYLE & BEAUTY
2447,"['outfit', 'prove', 'pharrel', 'style', 'world']","['cours', 'get', 'enough', 'music', 'play', 'happi', 'repeat', 'jam', 'throwback', 'collabor']",STYLE & BEAUTY
2448,"['weekli', 'roundup', 'ebay', 'vintag', 'cloth', 'find', 'photo']","['get', 'readi', 'get', 'set', 'bid', 'pleas', 'note', 'zuburbia', 'endors', 'use', 'fur', 'feather', 'leather', 'anim', 'skin']",STYLE & BEAUTY
2449,"['lela', 'rose']","['lela', 'rose', 'aesthet', 'ad', 'whimsi', 'eleg', 'brilliant', 'color', 'handcraft', 'detail', 'brought', 'fresh', 'point', 'view', 'modern', 'american', 'fashion']",STYLE & BEAUTY
2450,"['year', 'debit', 'reform', 'consum', 'benefit', 'even', 'bank', 'cast', 'fals', 'blame']","['averag', 'american', 'make', 'less', 'incom', 'gap', 'widen', 'profit', 'bank', 'industri', 'higher', 'pre', 'recess']",BUSINESS
2451,"['odd', 'magic', 'power', 'mojo', 'buck', 'counti', 'pa']","['someth', 'new', 'hope', 'mojo', 'central', 'buck', 'counti', 'gener', 'lend', 'magic', 'power', 'creativ', 'think', 'georg', 'washington', 'felt', 'henri', 'mercer', 'felt', 'jame', 'michen', 'felt']",TRAVEL
2452,"['richard', 'fisher', 'say', 'big', 'fail', 'bank', 'need', 'broken']","['institut', 'oper', 'privileg', 'statu', 'exact', 'unfair', 'tax', 'upon', 'american', 'peopl', 'said']",BUSINESS
2453,"['pregnant', 'jessica', 'simpson', 'give', 'wear', 'heel', 'tri', 'hard', 'photo']","['good', 'fight', 'contend', 'put', 'ultim', 'effort', 'end', 'heel', 'pregnant']",STYLE & BEAUTY
2454,"['bumper', 'crop', 'reason', 'visit', 'chile']","['particular', 'relev', 'much', 'enjoy', 'one', 'list', 'thing', 'drink', 'wine', 'chile']",TRAVEL
2455,"['best', 'job', 'unit', 'state']","['fan', 'job', 'may', 'want', 'consid', 'becom', 'engin', 'dental', 'hygienist']",BUSINESS
2456,"['panama', 'citi', 'central', 'america', 'past', 'futur', 'photo']","['panama', 'citi', 'high', 'rise', 'steel', 'loom', 'tin', 'roof', 'street', 'vendor', 'compet', 'fanci', 'restaur', 'countri', 'namesak', 'hat', 'look', 'bit', 'place']",TRAVEL
2457,"['dine', 'edinburgh', 'scotland', 'scran', 'scalli', 'word', 'kitchin']","['two', 'success', 'recent', 'night', 'edinburgh', 'dinner', 'restaur', 'oper', 'one', 'scotland', 'well', 'regard', 'chef', 'tom', 'kitchin']",TRAVEL
2458,"['earn', 'less', 'money', 'choic', 'women', 'make']","['pay', 'gap', 'complic', 'cultur', 'stew']",BUSINESS
2459,"['thoma', 'piketti', 'model', 'inequ', 'growth', 'histor', 'context', 'part', 'ii']","['critic', 'torn', 'piketti', 'model', 'view', 'piketti', 'solow', 'model', 'fundament', 'flaw', 'rest', 'ahistor', 'apolit', 'two', 'factor', 'neoclass', 'foundat']",BUSINESS
2460,"['emmi', 'red', 'carpet', 'see', 'best', 'worst', 'fashion', 'photo']","['want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest', 'good', 'news', 'got']",STYLE & BEAUTY
2461,"['ann', 'yee', 'fall', 'makeup', 'midnight', 'blue', 'lip', 'photo']","['get', 'new', 'york', 'fashion', 'week', 'updat', 'make', 'sure', 'follow', 'live', 'blog', 'new', 'york', 'fashion', 'week', 'fall', 'beauti']",STYLE & BEAUTY
2462,"['new', 'york', 'fed', 'took', 'money', 'bofa', 'exchang', 'testifi', 'behalf', 'bank', 'document', 'show']","['two', 'week', 'ago', 'wrote', 'column', 'secret', 'agreement', 'struck', 'juli', 'feder', 'reserv', 'bank', 'new', 'york']",BUSINESS
2463,"['place', 'celebr', 'martin', 'luther', 'king', 'jr']","['huge', 'crowd', 'expect', 'washington', 'c', 'weekend', 'anniversari', 'celebr', 'martin', 'luther', 'king', 'jr', 'histor', 'march', 'washington', 'dream', 'speech', 'make', 'capit', 'big', 'parti', 'consid', 'one', 'five', 'destin']",BUSINESS
2464,"['realli', 'listen', 'difficult', 'convers']","['precis', 'listen', 'import', 'want', 'listen', 'least']",BUSINESS
2465,"['fli', 'kid']","['airlin', 'suddenli', 'eager', 'penal', 'famili', 'travel', 'accord', 'cynthia', 'drescher', 'jaunt', 'flyer', 'made', 'happier', 'ban', 'outnumb', 'inconvenienc']",TRAVEL
2466,"['long', 'hamburglar', 'fast', 'food', 'compani', 'increasingli', 'retir', 'mascot', 'cnbc']","['one', 'big', 'reason', 'mascot', 'longer', 'cool', 'explod', 'popular', 'call', 'fast', 'casual', 'chain', 'chipotl']",BUSINESS
2467,"['obama', 'administr', 'crack', 'payday', 'lender']","['get', 'harder', 'trap', 'peopl', 'unafford', 'debt']",BUSINESS
2468,"['alaska', 'airlin', 'flight', 'attend', 'say', 'new', 'uniform', 'make', 'sick', 'video']","['speak', 'seattl', 'news', 'one', 'flight', 'attend', 'said', 'never', 'uniform', 'like', 'broke', 'week']",STYLE & BEAUTY
2469,"['noth', 'fear', 'femal', 'leadership', 'tool', 'fighter', 'pilot']","['insid', 'f', 'tomcat', 'cockpit', 'much', 'differ', 'workplac', 'carey', 'lohrenz', 'would', 'know', 'countri']",BUSINESS
2471,"['world', 'best', 'place', 'may']","['month', 'invit', 'sing', 'spring', 'one', 'world', 'famou', 'univers', 'citi', 'mingl', 'star', 'french', 'riviera']",TRAVEL
2472,"['pioneer', 'saloon', 'centuri', 'tear', 'beer', 'blood']","['often', 'cliché', 'speak', 'whisk', 'away', 'quit', 'honestli', 'enter', 'exactli', 'happen', 'slot', 'machin', 'left', 'electr', 'light', 'throughout', 'swear', 'step', 'back']",BUSINESS
2473,"['fli', 'car', 'fli', 'toilet', 'best', 'way', 'measur', 'innov']","['comment', 'state', 'innov', 'peter', 'thiel', 'founder', 'paypal', 'legendari', 'silicon', 'valley', 'investor', 'remark', 'ask', 'fli', 'car', 'instead', 'got', 'hundr', 'forti', 'charact', 'realli', 'peter', 'ask', 'fli', 'car']",BUSINESS
2474,"['alber', 'elbaz', 'cannot', 'work', 'bitch']","['mix', 'crippl', 'self', 'doubt', 'grown', 'accustom', 'believ', 'anxieti', 'attack']",BUSINESS
2475,"['jenn', 'lombardo', 'goe', 'minim', 'white', 'dress', 'edgi', 'jewel']","['cfda', 'award', 'new', 'york', 'citi', 'june', 'w', 'hotel', 'fashion', 'director', 'jenn', 'lombardo', 'alway']",STYLE & BEAUTY
2476,"['relat', 'british', 'olymp', 'team', 'hilari', 'airport', 'mistak']","['olympian', 'like', 'us']",STYLE & BEAUTY
2477,"['evolv', 'die']","['fashion', 'magazin', 'rough', 'make', 'long', 'stori', 'short', 'major', 'magazin', 'sale', 'seem', 'though', 'qualiti', 'content', 'overhaul', 'necessari', 'order', 'zine', 'thrive', 'modern', 'day', 'world', 'media']",BUSINESS
2478,"['well', 'fargo', 'order', 'buy', 'back', 'secur', 'worth', 'million']","['san', 'francisco', 'base', 'bank', 'brokerag', 'unit', 'order', 'pay', 'par', 'valu', 'investor', 'includ', 'jame', 'cohen', 'famili']",BUSINESS
2479,"['princess', 'charlen', 'glam', 'natalia', 'vodianova', 'love', 'ball', 'monaco', 'photo']","['princess', 'charlen', 'monaco', 'held', 'besid', 'model', 'natalia', 'vodianova', 'love', 'ball', 'fete', 'benefit', 'vodianova', 'nake']",STYLE & BEAUTY
2480,"['airplan', 'food', 'dirti', 'truth', 'meal', 'come', 'video']","['entir', 'new', 'news', 'though', 'back', 'fda', 'report', 'show', 'mani', 'facil', 'store', 'food', 'improp', 'temperatur']",TRAVEL
2481,"['fab', 'florida', 'hotel', 'visit', 'winter', 'photo']","['visit', 'three', 'spot', 'recent', 'think', 'offer', 'someth', 'distinctli', 'differ', 'equal', 'fabul', 'everyon', 'lifestyl', 'budget']",TRAVEL
2482,"['women', 'suit', 'everi', 'shape', 'petit', 'curvi', 'everyth', 'photo']","['want', 'sure', 'check', 'stylelist', 'twitter', 'facebook', 'tumblr', 'pinterest', 'suit', 'style', 'click']",STYLE & BEAUTY
2483,"['make', 'live', 'love']","['live', 'love', 'said', 'introduc', 'workshop', 'facilit', 'paus', 'bird', 'stop', 'mid', 'flight', 'consid', 'miracl', 'defianc', 'graviti', 'word', 'flow', 'without', 'consciou', 'thought', 'somewher', 'deep', 'within']",TRAVEL
2484,"['diesel', 'burka', 'ad', 'edgi', 'comfort', 'photo']","['diesel', 'recent', 'made', 'headlin', 'unconvent', 'fall', 'ad', 'campaign', 'featur', 'tumblr', 'star', 'call', 'real', 'peopl']",STYLE & BEAUTY
2485,"['kristen', 'stewart', 'jean', 'wed', 'appropri']","['ever', 'easygo', 'actress', 'end', 'slip', 'back', 'trusti', 'jean', 'tee', 'shirt', 'blazer', 'end', 'parti']",STYLE & BEAUTY
2486,"['ell', 'macpherson', 'ad', 'resurfac', 'twitter', 'stir', 'outrag', 'photo']","['iron', 'back', 'anoth', 'ell', 'macpherson', 'intim', 'advertis', 'caus', 'controversi', 'blue', 'shoe']",STYLE & BEAUTY
2487,"['secur', 'vixen', 'look', 'key', 'head', 'turn', 'hair', 'color']","['color', 'sensat', 'color', 'electrifi', 'color', 'well', 'kinda', 'confus', 'especi', 'go', 'alon', 'without', 'profession', 'stylist', 'matter', 'color', 'conundrum', 'sure', 'fire', 'tip', 'achiev', 'perfect', 'color', 'everi', 'time']",STYLE & BEAUTY
2488,"['chase', 'legend', 'last', 'commerci', 'flight', 'dc']","['bangladesh', 'climb', 'board', 'last', 'airfram', 'type', 'oper', 'biman', 'bangladesh', 'airlin', 'last', 'airlin', 'use', 'dc', 'schedul', 'passeng', 'servic', 'final', 'commerci', 'flight', 'book', 'thirteen', 'hour', 'en', 'rout', 'birmingham', 'uk']",TRAVEL
2489,"['muslim', 'babi', 'order', 'plane', 'fli', 'list']","['minut', 'wait', 'termin', 'famili', 'told', 'could', 'board', 'refus', 'embarrass']",TRAVEL
2490,"['elizabeth', 'olsen', 'flutteri', 'valentino', 'gown', 'yay', 'nay', 'photo', 'poll']","['socialit', 'went', 'belli', 'tabl', 'grand', 'chef', 'dinner', 'gotham', 'hall', 'monday', 'night', 'dinner', 'cost']",STYLE & BEAUTY
2491,"['dirti', 'hotel', 'fee', 'never', 'pay']","['ever', 'book', 'hotel', 'room', 'slam', 'sever', 'sticker', 'shock', 'upon', 'check', 'know', 'sometim', 'surpris', 'fee', 'undermin', 'valu', 'great', 'room', 'rate', 'read', 'list', 'worst', 'fee', 'arriv', 'prepar', 'next', 'time', 'book', 'hotel', 'room']",TRAVEL
2492,"['harper', 'bazaar', 'go', 'far', 'fashion', 'week', 'emoji', 'photo', 'poll']","['sometim', 'fashion', 'quit', 'controversi', 'want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest']",STYLE & BEAUTY
2493,"['man', 'bigger', 'bigfoot']","['often', 'one', 'get', 'meet', 'true', 'cowboy', 'especi', 'cowboy', 'happen', 'legendari', 'bob', 'gimlin', 'man', 'encount', 'bigfoot', 'fate', 'day', 'octob']",TRAVEL
2494,"['pari', 'shoestr', 'budget']","['need', 'pari', 'within', 'budget', 'even', 'walk', 'insid', 'museum', 'beauti', 'around']",TRAVEL
2495,"['red', 'roof', 'inn', 'anniversari', 'look', 'back', 'histor', 'hotel', 'chain', 'photo']","['like', 'beverli', 'hill', 'hotel', 'hotel', 'del', 'coronado', 'motel', 'hotel', 'chain', 'red', 'roof', 'inn', 'ubiquit']",TRAVEL
2496,"['kri', 'jenner', 'everyon', 'need', 'fresh', 'set', 'everi', 'year', 'video']","['er', 'realli']",STYLE & BEAUTY
2497,"['regul', 'warn', 'bank', 'use', 'new', 'chat', 'system', 'hide', 'inform']","['better', 'secur', 'could', 'also', 'make', 'easier', 'bank', 'hide', 'inform']",BUSINESS
2500,"['possibl', 'reason', 'miley', 'cyru', 'took', 'engag', 'ring', 'photo']","['like', 'chanc', 'miley', 'took', 'engag', 'ring', 'clean', 'especi', 'wed', 'horizon']",STYLE & BEAUTY
2501,"['state', 'bank', 'india', 'name', 'shame', 'default']","['non', 'perform', 'loan', 'ratio', 'indian', 'bank', 'percent', 'last', 'fiscal', 'year', 'report', 'swati', 'pandey', 'edit']",BUSINESS
2502,"['new', 'york', 'fashion', 'week', 'kellan', 'lutz', 'ryan', 'locht', 'front', 'row', 'celebr', 'photo']","['happen', 'runway', 'obvious', 'main', 'focu', 'new', 'york', 'fashion', 'week', 'celebr', 'front', 'row', 'often']",STYLE & BEAUTY
2503,"['best', 'taxi', 'ride', 'hail', 'app', 'around', 'world']","['come', 'hail', 'taxi', 'pull', 'smartphon', 'order', 'ride', 'replac', 'wave', 'one', 'let', 'face']",BUSINESS
2504,"['jazz', 'long', 'john', 'season']","['fall', 'winter', 'season', 'upon', 'us', 'time', 'bundl', 'mean', 'long', 'john', 'stuck', 'hideou', 'pair', 'season', 'check', 'favorit', 'option']",TRAVEL
2505,"['visit', 'holm', 'yang', 'photo']","['jeann', 'yang', 'stylist', 'star', 'co', 'owner', 'holm', 'yang', 'believ', 'three', 'thing', 'pair', 'denim', 'diamond', 'whenev', 'possibl', 'keep', 'purs', 'floor', 'fashion', 'line', 'manufactur', 'new', 'york', 'citi']",STYLE & BEAUTY
2506,"['north', 'west', 'make', 'debut', 'instagram', 'week', 'photo']","['favorit', 'instagram', 'meanwhil', 'flotu', 'post', 'graduat', 'pictur', 'cap', 'gown', 'caught']",STYLE & BEAUTY
2507,"['best', 'place', 'babymoon', 'u']","['babymoon', 'vacat', 'take', 'spous', 'bundl', 'joy', 'arriv', 'might', 'best', 'thing', 'prepar', 'parent']",TRAVEL
2508,"['devaste', 'vs', 'peachoo', 'krejberg', 'stranger', 'fashion', 'week', 'look', 'photo', 'poll']","['draw', 'cours', 'must', 'see', 'headlin', 'design', 'whose', 'dress', 'grace', 'everi', 'red', 'carpet', 'magazin']",STYLE & BEAUTY
2509,"['ceo', 'price', 'goug', 'hiv', 'drug', 'arrest', 'secur', 'fraud', 'report']","['boyish', 'drug', 'compani', 'entrepreneur', 'rocket', 'infami', 'jack', 'price', 'life', 'save', 'pill']",BUSINESS
2510,"['florenc', 'welch', 'pattern', 'print', 'paisley', 'photo']","['florenc', 'machin', 'songstress', 'took', 'fashion', 'risk', 'venic', 'film', 'festiv', 'last', 'week', 'brit', 'babe', 'pair']",STYLE & BEAUTY
2511,"['south', 'africa', 'travel', 'meet', 'neighbor', 'kruger', 'nation', 'park']","['tourism', 'futur', 'realiz', 'larg', 'kruger', 'charismat', 'wildlif', 'meet', 'anim']",TRAVEL
2512,"['eat', 'well', 'mexico', 'taco', 'tour']","['chilli', 'weather', 'get', 'us', 'think', 'south', 'border', 'tempt', 'park', 'pool', 'order', 'hotel', 'menu', 'ventur', 'inland', 'provid', 'new', 'cultur', 'culinari', 'experi', 'like', 'taco']",TRAVEL
2513,"['big', 'bank', 'settl', 'new', 'york', 'state', 'privat', 'chat', 'log']","['symphoni', 'commun', 'servic', 'retain', 'copi', 'bank', 'chat', 'messag', 'seven', 'year']",BUSINESS
2514,"['stay', 'free', 'super', 'cheap', 'next', 'trip']","['plan', 'trip', 'especi', 'intern', 'one', 'difficult', 'task', 'tri', 'find', 'best', 'everyth', 'reason', 'price', 'us', 'strict', 'budget', 'practic', 'us', 'valu', 'becom', 'much', 'import']",TRAVEL
2515,"['girl', 'scout', 'netiquett', 'pledg']","['past', 'year', 'girl', 'scout', 'america', 'embrac', 'scout', 'honor', 'today', 'girl', 'scout', 'evolv', 'sell', 'cooki', 'collect', 'badg']",STYLE & BEAUTY
2516,"['kany', 'west', 'kim', 'kardashian', 'fashion', 'risk', 'prove', 'much', 'love']","['might', 'heard', 'kany', 'west', 'enlighten', 'interview', 'w', 'admit', 'god', 'inspir']",STYLE & BEAUTY
2517,"['tropic', 'escap', 'requir', 'passport']","['paradis', 'lot', 'closer', 'think']",TRAVEL
2518,"['san', 'bernardino', 'bankruptci', 'caus', 'polit', 'feud', 'denial']","['similarli', 'problem', 'ski', 'resort', 'citi', 'mammoth', 'lake', 'face', 'nearli', 'million', 'legal', 'judgment', 'would']",BUSINESS
2519,"['jami', 'dimon', 'bonu', 'could', 'hurt', 'london', 'whale', 'loss']","['jpmorgan', 'board', 'weigh', 'releas', 'intern', 'report', 'week', 'pin', 'fault', 'bank', 'london', 'whale']",BUSINESS
2520,"['sasha', 'malia', 'obama', 'ace', 'holiday', 'dress', 'turkey', 'pardon', 'photo']","['like', 'annual', 'pardon', 'turkey', 'becom', 'tradit', 'sasha', 'malia', 'obama', 'take', 'place', 'next']",TRAVEL
2521,"['come', 'home', 'santiago', 'along']","['santiago', 'back', 'howev', 'truth', 'fill', 'apathi', 'left', 'three', 'month', 'ago', 'galliv', 'around', 'patagonia']",TRAVEL
2523,"['krugman', 'obamacar', 'shock', 'come']","['afford', 'care', 'act', 'k', 'obamacar', 'goe', 'fulli', 'effect', 'begin', 'next', 'year', 'predict', 'disast']",BUSINESS
2524,"['michel', 'obama', 'traci', 'feith', 'dress', 'perfect', 'go', 'garment', 'photo']","['januari', 'fun', 'yet', 'subtl', 'print', 'traci', 'feith', 'dress', 'perfect', 'candid', 'repeat', 'perform', 'sinc']",STYLE & BEAUTY
